"fila_excel","tax","elev_msnm","colector","herbario","localidad","pais","departamento","municipio","fecha","habito","id","subpop_id"
688,"Serpocaulon levigatum",2347,"Linares E. & G. Morales 2266","COL 0003362907","Colombia, Cundinamarca, Cabrera, vereda San Isidro.","Colombia","Cundinamarca","Cabrera","32336","He",738,65
689,"Serpocaulon levigatum",2801,"Hernandes S. M. 362","COL 000336281","Colombia, Cundinamarca, Subachoque, vereda El Tobal, finca El Cerro.","Colombia","Cundinamarca","Subachoque","36102","He",739,75
690,"Serpocaulon levigatum",2175,"Díaz-P. et al., 517","COL 000336152","Colombia, Huila, La Plata, vereda Agua Bonita, finca Merenberg.","Colombia","Huila","La Plata","27589","He",741,14
691,"Serpocaulon levigatum",NA,"Cabrera I. et al., 5081","CUCV 7587","Colombia, Huila, vía Popayán y La Plara,","Colombia","Huila","vía Popayán y La Plara","29063","He",742,35
692,"Serpocaulon levigatum",1439,"Osorio G. 156","COL 000336176","Colombia, Huila, Acevedo, carretera a San Adolfo-La Victoria.","Colombia","Huila","Acevedo","30410","He",743,33
693,"Serpocaulon levigatum",2035,"Lozano G. et al., 4236","COL 000336164","Colombia, Huila, La Argentina, arriba de la finca Palmira.","Colombia","Huila","La Argentina","30953",NA,744,34
694,"Serpocaulon levigatum",2175,"Lozano G. et al., 4314","COL 000336306","Colombia, Huila, La Plata, vereda Agua Bonita, finca Merenberg.","Colombia","Huila","La Plata","30955","He",745,14
695,"Serpocaulon levigatum",NA,"Ceballos C.E. & V. Lasso 223","CAUP 20316","Colombia, Huila, San Agustín, Parque Arqueológico NAcional","Colombia","Huila","San Agustín","38562","Hr",746,12
696,"Serpocaulon levigatum",NA,"Ótalora N. 239","CAUP 20539","Colombia, Huila, Nátaga, Serrania de las Nieves, vereda El Orozco, finca Miraflores.","Colombia","Huila","Nátaga","38910","He",747,37
697,"Serpocaulon levigatum",NA,"Ótalora N. 262","CAUP 20623","Colombia, Huila, Nátaga, Serrania de las Nieves, vereda El Orozco, finca Miraflores.","Colombia","Huila","Nátaga","38980","He",748,37
698,"Serpocaulon levigatum",NA,"Sanín D. & E. Sanín 3262","FAUC XXX","Colombia, Huila, San Agustín, vereda Planares, relicto arriba de la Escuela Planares.","Colombia","Huila","San Agustín","39995","He",749,13
699,"Serpocaulon levigatum",NA,"Sanín D. & E. Sanín 3218","FAUC XXX","Colombia, Huila, Pitalito, vereda Charguayaco, reserva de la Comunidad El Arroyuelo.","Colombia","Huila","Pitalito","40022","He",750,33
700,"Serpocaulon levigatum",2133,"Llanos F. & W.F. Gerardino 2891","COL 000336241","Colombia, Huila, Neiva, vereda La Plata, río Las Ceibas, vegetacion que comunica al campamento principal.","Colombia","Huila","Neiva","35228","He",751,63
701,"Serpocaulon levigatum",NA,"Llanos F. et al., 3369","CUVC 31905","Colombia, Hulia, Campoalegre, vereda Alto El Roble.","Colombia","Hulia","Campoalegre","37177",NA,752,62
702,"Serpocaulon levigatum",NA,"Diaz-Ibarra S.L. 282","PSO 36179","Colombia, La Cruz, corregimiento Alto Mayo, vereda Escandoy, Cerro Negro.","Colombia","La Cruz","corregimiento Alto Mayo","36352","He",753,9
703,"Serpocaulon levigatum",2481,"Romero-Castañeda R. 7545","COL 000336237","Colombia, Magdalena, Cordillera Oriental, camino a Codazzi-Machiques, antes de la frontera.","Colombia","Magdalena","Cordillera Oriental","21620","He",754,86
704,"Serpocaulon levigatum",NA,"Kirkbride J.H. & E. Forero 1902","COL 000336220","Colombia, Magdalena, Sierra Nevada de Santa Marta, NE end of Serrania San Javier.","Colombia","Magdalena","Sierra Nevada de Santa Marta","26516","Hr",755,87
705,"Serpocaulon levigatum",NA,"Kirkbride J.H. 2036","COL 000336201","Colombia, Magdalena, Sierra Nevada de Santa Marta, on trail from finca Reflejo to finca Cecilia in quebrada E of Quebrada Indiana.","Colombia","Magdalena","Sierra Nevada de Santa Marta","26543","He",756,89
706,"Serpocaulon levigatum",2318,"Jaramillo R. et al., 5284","COL 000336202","Colombia, Magdalena, Sierra Nevada de Santa Marta, transecto del Alto Río Buritaca.","Colombia","Magdalena","Sierra Nevada de Santa Marta","28333","He",757,88
707,"Serpocaulon levigatum",2290,"Sanín D. et al., 1596","FAUC XXX","Colombia, Manizales, Malteria, Granja Tesorito, Universidad de Caldas.","Colombia","Manizales","Malteria","37789","He",758,53
708,"Serpocaulon levigatum",762,"Grant M. L. 9932","COL 000336163","Colombia, Meta, Villavicencio, Cordillera Oriental, ridge between Río Negro and Río Manzanarez, 20 km west of Villavicencio.","Colombia","Meta","Villavicencio","16310","Rup",759,66
709,"Serpocaulon levigatum",836,"Grant M.L. 9932","COL 000336336","Colombia, Meta, al w de Villavicencio, ridge betwen Río Negro and Río Manzanares, 20 km west of Villavicencio.","Colombia","Meta","al w de Villavicencio","16310","Rup",760,66
710,"Serpocaulon levigatum",1289,"Idrobo J.M. & R.E. Schultes 1135","COL 000336361","Colombia, Meta, Cordillera La Macarena (extremo nordeste), macizo Rengifo, cumbre y alrededores.","Colombia","Meta","Cordillera La Macarena (extremo nordeste)","18634","He",761,64
711,"Serpocaulon levigatum",1221,"Jaramillo R. 7324","COL 000336256","Colombia, Meta, Acacías, Colonia Penal y Agrícola de Oriente, Cuchilla de la Meseta del Mirador, arriba del Campamento de la Argentina.","Colombia","Meta","Acacías","29804","He",762,66
712,"Serpocaulon levigatum",1221,"Jaramillo R. 7287","COL 000336184","Colombia, Meta, Acacías, Colonia Penal y Agrícola de Oriente, Cuchilla de la Meseta del Mirador, arriba del Campamento de la Argentina.","Colombia","Meta","Acacías","29804","He",763,66
713,"Serpocaulon levigatum",NA,"Barclay H.G. 4673","COL 95779","Colombia, Nariño, road betwen Pasto and Río Bobo, bosque and pasture.","Colombia","Nariño","road betwen Pasto and Río Bobo","21020",NA,764,7
714,"Serpocaulon levigatum",NA,"Hernández E., et al., 307","PSO 4260","Colombia, Nariño, Ipiales, carretera entre La Victoria y el río San Francisco.","Colombia","Nariño","Ipiales","26547",NA,765,1
715,"Serpocaulon levigatum",NA,"Hageman W. & Leist 1872","PSO 28207","Colombia, Nariño, Ipiales, km 32 carretera La Victoria-Monopamba. El Motilón.","Colombia","Nariño","Ipiales","26674","He",766,1
716,"Serpocaulon levigatum",NA,"Hageman W. & Leist 1872","COL 000336151","Colombia, Nariño, Ipiales, km 32 carretera La Victoria-Monopamba. El Motilón.","Colombia","Nariño","Ipiales","26674","He",767,1
717,"Serpocaulon levigatum",2792,"López-Jurado G. & J. Riascos 582","PSO 9282","Colombia, Nariño, Pasto-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto-El Encanto","27143",NA,768,4
718,"Serpocaulon levigatum",2792,"López-Jurado G. & J. Riascos 575","PSO 9278","Colombia, Nariño, Pasto-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto-El Encanto","27143",NA,769,4
719,"Serpocaulon levigatum",2792,"López-Jurado G. & J. Riascos 565","PSO 9281","Colombia, Nariño, Pasto-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto-El Encanto","27143",NA,770,4
720,"Serpocaulon levigatum",2792,"López-Jurado G. & J. Riascos 604","PSO 9284","Colombia, Nariño, Pasto-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto-El Encanto","27143",NA,771,4
721,"Serpocaulon levigatum",2792,"de Benavides O.S. 1952","PSO 9381","Colombia, Nariño, Pasto, Isla La Corota.","Colombia","Nariño","Pasto","29167","He",772,4
722,"Serpocaulon levigatum",2792,"de Benavides O.S. 2101","PSO 9381","Colombia, Nariño, Pasto-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto-El Encanto","29167",NA,773,4
723,"Serpocaulon levigatum",NA,"Ramírez P. B.R. 3464","PSO 26291","Colombia, Nariño, La Unión, cerro La Jacoba.","Colombia","Nariño","La Unión","33340","He",774,10
724,"Serpocaulon levigatum",2422,"Ramírez P. B.R. & J.A. Cuayal M. 3910","PSO 27443","Colombia, Nariño, Pasto, corregimiento de Chachagüi, Bosque El Común.-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto","33439","He",775,7
725,"Serpocaulon levigatum",NA,"Ramírez P. B.R. 4662","PSO 28096","Colombia, Nariño, Sandoná, orillas de la Quebrada Santa Rosa.","Colombia","Nariño","Sandoná","33670","He",776,8
726,"Serpocaulon levigatum",2422,"Ramírez P. B.R. 6219","PSO 30378","Colombia, Nariño, Pasto, corregimiento de Chachagüi, Bosque El Común.-El Encanto, Isla La Corota.","Colombia","Nariño","Pasto","34405","He",777,7
727,"Serpocaulon levigatum",2864,"Bittner J. & O. Guzman 2700","PSO 35317","Colombia, Nariño, Bosque de Daza, bosque secundario intervenido.","Colombia","Nariño","Bosque de Daza","35402","He",778,7
728,"Serpocaulon levigatum",NA,"Díaz S.L. 282","CAUP 2551","Colombia, Nariño, La Cruz, corregimiento de Alto Mayo, vereda Escandoy, cerro Negro","Colombia","Nariño","La Cruz","36352","He",779,9
729,"Serpocaulon levigatum",NA,"Díaz-P. et al., 906","COL 184437","Colombia, Nariño, La Unión, cerro La Jacoba.","Colombia","Nariño","La Unión","31/07/1877","He",780,10
730,"Serpocaulon levigatum",282,"Bischler H. 1943","COL 000336197","Colombia, Norte de Santander, Sarare, Santa Librada.","Colombia","Norte de Santander","Sarare","21633","He",781,81
731,"Serpocaulon levigatum",2000,"Mora L.E. 4564","COL 119659","Colombia, Norte de Santander, montes aledaños al río Chitagá.","Colombia","Norte de Santander","montes aledaños al río Chitagá.","25060","He",782,83
732,"Serpocaulon levigatum",NA,"Croat T.B. 56406","COL 000336280","Colombia, Norte de Santander, along road between Pamplona and Chorro Colorado, vía Chiquira, at km 128 marker.","Colombia","Norte de Santander","along road between Pamplona and Chorro Colorado","30440",NA,783,84
733,"Serpocaulon levigatum",1746,"Galindo R. et al., 450","COL 000336300","Colombia, Norte de Santander, La Playa de Belén, Parque Nacional Natural los Estoraques. Bosques de Piritama.","Colombia","Norte de Santander","La Playa de Belén","37028","Hr",784,85
734,"Serpocaulon levigatum",2204,"Cuatrecasas J. 11654","COL 23210","Colombia, Putumayo, Valle del Sibundoy, alta cuenca del río Putumayo, lado sur.","Colombia","Putumayo","Valle del Sibundoy","14979",NA,785,3
735,"Serpocaulon levigatum",NA,"Foster M.B. & R. Foster 1943","COL 62967","Colombia, Putumayo, Valle del Sibundoy.","Colombia","Putumayo","Valle del Sibundoy.","17103",NA,786,6
736,"Serpocaulon levigatum",NA,"Bristol M.L. 404","PSO 536","Colombia, Putumayo, Valle del Sibundoy.","Colombia","Putumayo","Valle del Sibundoy.","22985","He",787,6
737,"Serpocaulon levigatum",NA,"Bristol M.L. 404","COL 100305","Colombia, Putumayo, Valle del Sibundoy.","Colombia","Putumayo","Valle del Sibundoy.","22985",NA,788,6
738,"Serpocaulon levigatum",NA,"Bristol M.L. 427","COL 100299","Colombia, Putumayo, Valle del Sibundoy.","Colombia","Putumayo","Valle del Sibundoy.","23008",NA,789,6
739,"Serpocaulon levigatum",NA,"Bristol M.L. 427","PSO 4487","Colombia, Putumayo, Valle del Sibundoy.","Colombia","Putumayo","Valle del Sibundoy.","23008",NA,790,6
740,"Serpocaulon levigatum",2130,"Porter D.M. 1082","COL 000336166","Colombia, Putumayo, Valle del Sibundoy, Santiago.","Colombia","Putumayo","Valle del Sibundoy","23247",NA,791,3
741,"Serpocaulon levigatum",696,"Hagemann W. & Leist 1503","COL 000336393","Colombia, Putumayo, 50 km de El Pepino en dirección occidental.","Colombia","Putumayo","50 km de El Pepino en dirección occidental.","26623","Rup",792,2
742,"Serpocaulon levigatum",3372,"de Benavides O.S. 2101","PSO 9527","Colombia, Putumayo, San Francisco-Páramo de San Francisco.","Colombia","Putumayo","San Francisco-Páramo de San Francisco.","29181",NA,793,5
743,"Serpocaulon levigatum",2222,"Arbeláez G. et al., 93","HUQ 2933","Colombia, Quindio, Calarca, parte alta de Peñas Blancas.","Colombia","Quindio","Calarca","30584",NA,794,40
744,"Serpocaulon levigatum",1968,"Arbeláez G. et al., 1057","HUQ 2955","Colombia, Quindio, Filandia, carretera El Roble-Morro Azul.","Colombia","Quindio","Filandia","31293",NA,795,41
745,"Serpocaulon levigatum",1968,"Arbeláez G. et al., 1057","HUA 6184055","Colombia, Quindio, Filandia, carretera El Roble-Morro Azul.","Colombia","Quindio","Filandia","31293","He",796,41
746,"Serpocaulon levigatum",NA,"Arbeláez G. et al., 1256","HUA 61909","Colombia, Quindio, Salento, carretera Salento-La Ceja.","Colombia","Quindio","Salento","31393",NA,797,41
747,"Serpocaulon levigatum",NA,"Arbeláez G. et al., 1256","HUQ 2971","Colombia, Quindio, Salento, carretera Salento-La Ceja.","Colombia","Quindio","Salento","31393",NA,798,41
748,"Serpocaulon levigatum",NA,"Arbeláez S. G. et al., 1855","HUQ 3998","Colombia, Quindio, Salento, carretera Salento-La Ceja.","Colombia","Quindio","Salento","31741","He",799,41
749,"Serpocaulon levigatum",2375,"Arbeláez G. et al., 2081","HUQ 3995","Colombia, Quindio, Pijao, vereda Río Azul, finca El Espartillal, a 3 km de la casa, bosque a orilla de carretera nueva.","Colombia","Quindio","Pijao","31905",NA,800,39
750,"Serpocaulon levigatum",NA,"Agudelo C.A. et al., 1586","HUQ 10054","Colombia, Quindio, Salento, Reserva Natural Alto Quindío, Acaime.","Colombia","Quindio","Salento","33369",NA,801,41
751,"Serpocaulon levigatum",NA,"Velez M.C. et al., 3425","COL 12801","Colombia, Quindio, Calarca, vereda Planadas.","Colombia","Quindio","Calarca","34232",NA,802,40
752,"Serpocaulon levigatum",2938,"Vélez C. et al., 3670","HUQ 12860","Colombia, Quindio, Cordoba, finca Palma Hermosa, vereda Las Auras, Bosque de Aliso perturbado.","Colombia","Quindio","Cordoba","34317",NA,803,40
753,"Serpocaulon levigatum",2501,"Vélez C. et al., 5028","COL 409947","Colombia, Quindio, Genova, vereda San Juan Alto, finca La Caucasia, bosque intervenido al borde de camino.","Colombia","Quindio","Genova","34777",NA,804,38
754,"Serpocaulon levigatum",2417,"Vélez C. 5826","COL 410030","Colombia, Quindio, Genova, vereda Río Gris Alto, reserva Natural El Jardín.","Colombia","Quindio","Genova","35015",NA,805,38
755,"Serpocaulon levigatum",2417,"Vélez C. 5826","COL 410029","Colombia, Quindio, Genova, vereda Río Gris Alto, reserva Natural El Jardín.","Colombia","Quindio","Genova","35015",NA,806,38
756,"Serpocaulon levigatum",2417,"Rivera N. et al., 83","HUQ 18667","Colombia, Quindio, Genova, vereda Río Gris Alto, reserva Natural El Jardín.","Colombia","Quindio","Genova","35547","He",807,38
757,"Serpocaulon levigatum",2087,"Sanín D. et al., 3103","HUQ XXX","Colombia, Quindio, Salento, vereda Boquia, sector Pata Sonla, flanco sur-oriental del río Boquia, alfrente del departamento del Quindio y detrás la Reserva Natural Otún Quimbaya.","Colombia","Quindio","Salento","40016","He",808,41
758,"Serpocaulon levigatum",NA,"Sanín D. et al., 3107","FAUC XXX","Colombia, Quindío, Salento, vereda Cocora, vía a Estrella de Agua, Camino con mosaico sucecional de aliso.","Colombia","Quindío","Salento","40021","He",809,41
759,"Serpocaulon levigatum",NA,"Wilde A. 2542","COL 315942","Colombia, Risaralda, Santa Rosa de Cabal, finca El Cortijo.","Colombia","Risaralda","Santa Rosa de Cabal","32159",NA,810,41
760,"Serpocaulon levigatum",NA,"Henao J. 21","HUQ 4773","Colombia, Risaralda, Marsella, vereda El Nudo, reserva forestal.","Colombia","Risaralda","Marsella","32429","He",811,42
761,"Serpocaulon levigatum",2543,"Croat T.B. & M.P. Galeano 70776","COL 347782","Colombia, Risaralda, Parque Nacional Ucumari, vereda La Pastora, trail from El Cedral to La Pastora.","Colombia","Risaralda","Parque Nacional Ucumari","32923","He",812,41
762,"Serpocaulon levigatum",1678,"Alvarez L.M. & C.M. Ospina 2171","FAUC 18764","Colombia, Risaralda, Pereira, vereda Yarumal, finca Sinaí.","Colombia","Risaralda","Pereira","35478","He",813,41
763,"Serpocaulon levigatum",3520,"Sanín D. & J.C. Mancera 949","FAUC 5789","Colombia, Risaralda, Santuario, Parque Nacional Natural Tatamá, Cerro Churumbelo, vereda Baja Esmeralda.","Colombia","Risaralda","Santuario","37440","He",814,29
764,"Serpocaulon levigatum",1864,"Sanín D. et al., 2442","CUVC XXX","Colombia, Risaralda, Pereira, Reserva Otun Quimbaya, zona amortiguadora del Parque Los Nevados.","Colombia","Risaralda","Pereira","40006","He",815,41
765,"Serpocaulon levigatum",NA,"Sanín D. et al., 2495","HUQ XXX","Colombia, Risaralda, Santa Rosa de Cabal, Reserva Central Hidroelectrica de Caldas, Zona Amortiguadora del Parque Los Nevados.","Colombia","Risaralda","Santa Rosa de Cabal","40010","He",816,41
766,"Serpocaulon levigatum",NA,"Sanín D. et al., 4240","FAUC XXX","Colombia, Risaralda, Santuario, Parque Nacional Natural Tatamá, Monte Sancudo.","Colombia","Risaralda","Santuario","40744","He",817,29
767,"Serpocaulon levigatum",NA,"Sanín D. et al. 4240","HUA XXX","Colombia, Risaralda, Santuario, Parque Nacional Natural Tatamá, Monte Sancudo.","Colombia","Risaralda","Santuario","40744","He",818,29
768,"Serpocaulon levigatum",1630,"Killip E.P. & A.C. Smith 15147","COL 000336356","Colombia, Santander, Mesa de los Santos.","Colombia","Santander","Mesa de los Santos.","9842",NA,819,80
769,"Serpocaulon levigatum",1848,"Murillo M.T. & R. Jaramillo Mejía 1127","COL 000336265","Colombia, Santander, carretera entre Bucaramanga y Pamplona, arriba de Corcova.","Colombia","Santander","carretera entre Bucaramanga y Pamplona","25512",NA,820,82
770,"Serpocaulon levigatum",NA,"Duque-Jaramillo J.M. 3339","FAUC 297","Colombia, Tolima, Agua Bonita.","Colombia","Tolima","Agua Bonita.","16912",NA,821,69
771,"Serpocaulon levigatum",2367,"Idrobo J.M. et al., 10452","COL 000336168","Colombia, Tolima, Santa Isabel, vereda Purima, Cerro Purima, cordillera Central, vertiente Oriental.","Colombia","Tolima","Santa Isabel","29434",NA,822,71
772,"Serpocaulon levigatum",NA,"Idrobo J.M. et al., 10452","COL 217602","Colombia, Tolima, Santa Isabel, vereda Purima, Finca El Prado, cordillera Central, vertiente Oriental.","Colombia","Tolima","Santa Isabel","29435",NA,823,71
773,"Serpocaulon levigatum",NA,"Albert de Escobar L. et al., 4162","HUA 21002","Colombia, Tolima, 9 km de Murillo hacia el Líbano","Colombia","Tolima","9 km de Murillo hacia el Líbano","30780",NA,824,74
774,"Serpocaulon levigatum",2542,"Agudelo C.A. et al., 3289","HUQ 20058","Colombia, Tolima, Ibagué, corregimiento de Toche, finca Las Cruces.","Colombia","Tolima","Ibagué","35243","He",825,52
775,"Serpocaulon levigatum",2940,"Agudelo C.A. et al., 3460","HUQ 20046","Colombia, Tolima, Ibagué, corregimiento de Toche, finca Gallego.","Colombia","Tolima","Ibagué","35635","He",826,52
776,"Serpocaulon levigatum",2033,"Medina T. A. 1116","TOLI 7868","Colombia, Tolima, Ibagué, Juntas, finca El Silencio.","Colombia","Tolima","Ibagué","37434",NA,827,68
